,ERR10082910,ERR10083185,ERR10082717,ERR10083228,ERR10083008,ERR10082679,ERR10083238,ERR10083036,ERR10083253,ERR10082874,ERR10083247,ERR10083101,ERR10083080,ERR10083202,ERR10083000,ERR10083215,ERR10083027,ERR10083186,ERR10082834,ERR10083108,ERR10083006,ERR10082766,ERR10083774,ERR10082806,ERR10082884,ERR10082990,ERR10082872,ERR10083218,ERR10083258,ERR10083252,ERR10083540,ERR10083542,ERR10083541,ERR10083471,ERR10083524,ERR10083523,ERR10083484,ERR10083459,ERR10083457,ERR10083439,ERR10083544,ERR10083494,ERR10083490,ERR10083473,ERR10083498,ERR10083519,ERR10083478,ERR10083419,ERR10083495,ERR10083511,ERR10083493,ERR10083564,ERR10083559,ERR10083500,ERR10083552,ERR10083455,ERR10083510,ERR10083491,ERR10083366,ERR10083530
ERR10083247,359480.4581169886,262679.53295413026,374598.75183855055,122981.32015066354,403398.96517591615,115109.88861952738,383663.9303609345,293765.24587159726,200433.65450941617,438515.03544006334,0.0,476078.4004142595,481613.8911015753,390934.72418423,482056.69066096365,202278.1033255948,428441.24132370827,158133.84150143195,253763.86167064845,281994.2521187267,185532.37601292125,449856.1652139492,172472.033953334,623474.4841138248,226914.06048105526,346350.2823746503,457749.450430036,338713.98288231326,289185.1192004872,479185.5484663535,392510.37319031457,387839.52082659135,387133.6597610701,329769.4660744078,233842.57265947104,266654.19256407727,321457.5436165715,432903.4355742629,313738.7126336181,311243.3195524042,443483.5310268015,255287.56796796824,401006.4761933403,311758.3176308212,265220.8929515169,301086.1022564808,385427.4362782183,431381.74965336674,269843.475948558,267303.8973378428,288337.78323348466,397650.04943040054,297222.94417490717,440934.54337123554,391026.06250734744,345661.2145005569,350086.55874369125,394544.5629596231,360958.5125592691,251407.24375801109
ERR10083101,660571.9622577089,270567.2176410143,322946.1089222163,391493.175763001,371646.8544007873,384337.9982242193,410121.8275403054,221971.4691643951,308355.86006917397,297688.75162827363,476078.4004142595,0.0,189472.8397924093,152694.50702628435,114202.40682227323,348594.3050510149,206545.8498203244,354983.6065214843,288244.5178160376,282463.80336425407,329634.9615074226,721008.1640328354,384142.52709508745,309823.26548534085,290628.7487414141,342954.6001441007,289916.6542853308,201377.43179164839,274072.51087987644,670284.2173555931,202515.77709650178,285652.67894420313,342093.6779173213,363234.7178671114,414967.8593421423,378042.6143320353,373398.6735206755,293409.47268791444,287106.80128830107,383385.04002242966,298334.546070347,432590.2100371667,199356.67009658844,368626.3381081173,425878.70205376553,378478.29214236315,223234.06625557848,274894.8019424885,328750.66922669526,284320.27278933174,402915.6369353267,197065.91848668302,326591.65266583284,189865.2642770657,290793.1039846028,218854.06837662397,245810.51151649313,280670.01903659035,323269.1457903151,295304.4205002695
ERR10083080,627110.5569945383,328985.82505785866,341041.3891230799,394917.1369236843,376561.7599743766,396808.11244731373,445769.1647254215,223013.26869493662,329282.6591729361,273725.38460471656,481613.8911015753,189472.8397924093,0.0,163776.47049255884,107721.86085934461,367144.17494902463,190380.86881039283,354225.51393991936,312068.83511494705,275863.1975055752,347426.72288843873,742801.70147153,368877.5038437557,364536.6955369514,293281.68482535693,282234.24886253616,298267.3632045585,268906.32295280823,301659.29887043097,702487.7681333675,184150.14188427877,252923.04048662708,269969.497391835,330539.10539148015,376416.82780662185,357032.10424834344,333085.853932586,260463.1936224387,278192.225213071,348807.8615513131,177264.74905067842,394205.3130654126,193958.5564779239,331482.8162031933,381878.2147674832,345089.2464015649,197352.48775731205,189598.28078334467,294959.0407158255,261755.49628231305,362750.8328674105,143551.22491988706,296350.3984846317,200064.89919523615,244193.8256672351,205683.7460082833,186122.17238416275,256037.22611956255,254226.75446734554,274204.1126241545
ERR10083202,576985.5807392417,227558.6886321856,312256.56329691457,315105.22412203834,358479.6183160209,308710.51402406103,388095.7582981293,124184.04146668766,239677.84812326732,310037.9393622658,390934.72418423,152694.50702628435,163776.47049255884,0.0,138109.20674596608,276132.05164920643,195072.27876353933,265196.59315119416,183616.31876551715,182510.3773624941,243795.8958637327,659486.3092680544,292854.37422206963,384777.1394612731,196240.07216926923,304250.9247611254,309731.786479851,137533.63694384004,215823.69498273355,628329.9906402685,134810.17013193032,243575.93286283436,301657.43339921196,310877.18629709707,342303.921290715,316772.51647041604,314316.76470242563,271258.104481691,223644.1785917979,327853.9761097919,237124.68234454212,364867.66982839134,126837.59106037926,316418.12791147095,360147.48901665275,327429.5547976694,149994.67115534472,246008.07589386165,266963.4598760662,180166.00687421588,336411.944411907,117606.2143978795,272373.01706850476,155154.30496444498,249816.52037645548,120445.63321681696,150470.95509765332,263028.76311156544,274445.538786842,194916.4123028125
ERR10083000,631742.9278409058,298634.7396034159,321232.2240031345,396276.3764129777,370530.25499950745,396562.14355760184,427038.4609739502,205477.25028090092,311768.7659516264,286088.8017591741,482056.69066096365,114202.40682227323,107721.86085934461,138109.20674596608,0.0,354674.879899888,156449.96254393927,357173.14874861465,294585.8772972662,258036.69378404305,344197.9186834226,725033.4772822562,371893.17445874156,334559.0260507105,292838.27275306755,323010.6148472524,284838.39593004313,217625.50000631818,279427.3396895873,684535.5496013337,196773.43414444948,241580.7667758342,303443.0242813303,331938.7883631559,391164.4409388461,358069.60064350616,337016.9993086402,254963.3570280247,262343.0407310245,355664.76834654284,218057.32348398666,407496.5911562942,197907.39011466954,344349.204466919,403846.970934536,353822.77981921966,218714.51737138987,226627.94353080116,306794.28865446633,257153.27547787526,386452.74520825956,161763.81494326846,300057.1310450728,201355.47922765848,244699.87647933132,206450.48378000958,212621.2691806725,249294.48641315757,280944.9016693487,272961.6081631261
ERR10083215,407079.77550229634,134001.7193695663,304809.6945046204,115866.9430036022,367876.31021852983,171009.00017542936,364440.3236896269,196603.01371799977,116286.28339146453,369574.2937326675,202278.1033255948,348594.3050510149,367144.17494902463,276132.05164920643,354674.879899888,0.0,299333.4587412506,102357.86082661165,197460.4146936798,193610.64507149393,169072.9090008213,517601.3239434381,132618.94590517602,499123.3786470035,201250.63374061708,313880.593152874,370257.34810804226,211729.25868429238,118785.79223122603,533016.633147597,318688.8685646237,260017.3365566227,337200.9046799845,255225.19714557964,242119.88811124128,215586.04894333956,262905.2270020511,297195.43625870167,199027.52760862,212785.21321511042,366959.5610949523,251295.32292106035,323285.7084530648,219462.64385767342,222473.75413967375,223135.98679504837,318746.8490746222,328817.77358743857,233287.93100587095,204406.41571878316,207738.33926119655,311838.1051042351,200646.806376279,358291.0657621817,261526.27192119724,273468.5823947607,288586.2246261938,269850.14814151946,291094.5238509306,199661.9635208469
ERR10083027,524303.0709303542,281125.57418705255,286083.70319191547,346924.51083917374,353697.89220746,365488.5025537739,419414.00761896354,188395.30281564879,254525.5223725118,282586.328774058,428441.24132370827,206545.8498203244,190380.86881039283,195072.27876353933,156449.96254393927,299333.4587412506,0.0,321476.0939494568,292714.41565970064,214647.53519898615,335486.2110728249,658708.2616515448,307150.8917763385,393100.4197224928,273533.4760774264,307411.71670578857,286042.083935214,211302.6468338719,236805.368414654,644580.7961939294,265968.3063205088,142799.74900538166,266717.2939031138,227382.59125975322,316551.5018460661,265292.17912520526,234684.1774832722,207218.56781427673,166104.83683505427,277141.8779885133,199414.63371327592,315438.6054147463,274098.4245157203,280555.7011735816,335693.620360888,280082.0291753828,287430.675901164,228144.65613071018,251791.40255179483,222241.43779457512,332945.1898511225,223562.51109477188,221646.4060367323,296886.6415974286,168287.12651002157,251495.500927949,249644.63441860714,177614.610862958,219944.67477072502,238687.49796543596
ERR10083186,414893.707190167,150022.61579175323,309743.1921398758,75085.42380515675,353493.6692403416,103935.58508037562,349286.16441536875,185901.09193869733,120978.83890995152,356268.04815896694,158133.84150143195,354983.6065214843,354225.51393991936,265196.59315119416,357173.14874861465,102357.86082661165,321476.0939494568,0.0,164747.0755066687,191717.94737582604,100567.93682382074,517136.4462257519,114759.7488146432,510624.9425664594,149827.1739438477,275532.87648663635,369941.43140367506,228724.49613891382,159998.13262347784,521669.5610930352,278539.157423153,289989.29160056927,317988.9601417005,273573.4426017993,223009.03448963678,227720.10686366717,274473.7992340981,319641.83105469786,225482.7516529812,232202.9119455654,347923.96915130754,247066.88779559272,284963.4761491374,229992.4883773381,214283.60028242946,233976.23845168552,272931.05283935723,317541.9042551707,212704.72352065903,176347.05972031402,210058.72669803558,277969.97592545854,213612.72813669132,322461.23776665004,282907.354506736,232593.31813704365,241166.38936427273,292770.75135163346,283737.5569906106,165086.84126846693
ERR10082834,478956.3801328885,182393.01278557794,319937.6382593958,214844.4597563549,365469.0254166555,196728.90935498016,350528.93970969075,116053.44949634199,179014.44029463097,379120.86646741035,253763.86167064845,288244.5178160376,312068.83511494705,183616.31876551715,294585.8772972662,197460.4146936798,292714.41565970064,164747.0755066687,0.0,128507.62530682761,135666.1689331574,540849.5196697507,205710.30851661274,489530.01708884,105953.93076238371,331801.5805070856,372235.1076524083,139289.96541747006,200849.46934707096,535854.121519094,215878.5081428904,306195.75900557474,357687.9564648494,324901.4155324658,300249.81661276665,289188.11225567345,319226.0040660848,344215.0641299709,235906.19097217437,314606.919450288,332246.0367589055,325696.29838393925,209247.44014921665,313358.2484633203,325895.3263211978,315889.11477922124,217143.69020075162,336993.89088528,263713.28360171773,147768.136003673,309188.60787875095,221490.83229786283,271433.24105938093,249905.28993200604,312146.58477708837,165063.54072295918,201712.5320772113,322442.7226237243,324092.65130669036,139609.43624984665
ERR10083108,432707.1232877961,212520.78980419773,297624.8831583139,226136.78939084636,355458.1944322004,237876.72955545693,369942.2215995357,86063.41459644743,154824.63989300927,354742.9567574246,281994.2521187267,282463.80336425407,275863.1975055752,182510.3773624941,258036.69378404305,193610.64507149393,214647.53519898615,191717.94737582604,128507.62530682761,0.0,208224.10319893324,545046.3527930445,172357.02250271093,482134.7039687145,154389.58683797298,318695.55024976423,348344.4508916426,140511.01678516172,176476.95610192284,551840.216984047,250600.21260964643,214070.70943732586,298583.3685790285,240479.07430585308,245843.95108686324,214959.03869807383,230139.64245214252,269947.234081033,154544.6023094951,245942.72817467077,270223.92310082394,262364.23067369533,251859.57636945235,251151.0677978495,280102.16073425784,244829.3559195874,259824.33629666024,281515.8505377628,212692.69563386517,129706.01991426613,275736.86412592715,227983.8801801566,196596.7995924654,293364.5918307116,229264.64095887094,201638.42612954506,215869.81372808936,241713.77623337897,253261.0082839441,136909.3664071235
ERR10083006,471040.8377423342,159277.0244322765,312901.10664233833,138483.19800250136,344146.267973372,97996.3335181475,331288.3796498151,182316.51969857258,152991.0494473451,350064.2845849888,185532.37601292125,329634.9615074226,347426.72288843873,243795.8958637327,344197.9186834226,169072.9090008213,335486.2110728249,100567.93682382074,135666.1689331574,208224.10319893324,0.0,531435.9965997786,178332.0607266119,493927.194875925,114322.95897587675,280314.09313125873,364337.68972204893,220299.88657509562,197238.9183857993,516556.42819153843,230947.89994498758,324655.5550333307,331784.93821902166,316060.12034105154,262005.89870649858,273604.8514317683,315631.04761889315,355434.8284045895,258757.42483260264,299006.9908497124,351426.35485262057,295083.74081606057,235279.70213343948,289220.24103267735,280820.4816729008,293338.3573196659,224331.4493667796,333359.59812040813,232257.20293889704,174300.64933040267,273592.6091271473,247082.58103112003,264551.0085578961,271461.1543609877,322004.4954111666,188388.68299608657,209248.42553290573,328846.8148180852,309044.2546691331,162215.7313548843
ERR10082766,385138.15832893003,563945.8231975834,464584.714135108,502795.59820567246,466408.26425782806,495172.03708913125,391156.9514977332,576409.1659758717,511812.8420614317,617151.5482926378,449856.1652139492,721008.1640328354,742801.70147153,659486.3092680544,725033.4772822562,517601.3239434381,658708.2616515448,517136.4462257519,540849.5196697507,545046.3527930445,531435.9965997786,0.0,500191.4724273096,731663.4135010442,536820.8909934486,604998.9186353972,570186.7434270986,592199.8210680243,579601.4398308548,187572.11349771585,674204.9569700597,636279.5536680399,662627.9826350529,573318.3046493457,528570.1678897514,539566.467279982,564261.4507486755,656726.2865814037,560214.2940803992,566772.2095454222,681535.8076176188,520009.77093897,676169.2903127145,576746.8738493517,556026.9818875699,571741.1740630545,673854.2372538737,683048.3500375358,570035.2692290188,541378.9838338759,565816.8398139101,672238.2795876771,555017.5604978639,709088.5853481214,630380.1088081698,627616.4953369215,634297.7005019016,629821.9343004815,629126.9251478591,531706.9238038941
ERR10083774,361519.3818151386,215327.7721126562,317502.03511631227,112689.27590503011,361999.35343450546,155121.4419865932,373641.1828265187,201352.8638236864,110689.61250270957,367488.48854760063,172472.033953334,384142.52709508745,368877.5038437557,292854.37422206963,371893.17445874156,132618.94590517602,307150.8917763385,114759.7488146432,205710.30851661274,172357.02250271093,178332.0607266119,500191.4724273096,0.0,536868.9721254153,187809.43660529947,293228.39735775936,382678.23461362417,253215.55004383123,175462.1013979942,518915.93950561975,322344.58936051646,248140.7200058064,285159.9890307194,209464.9307282725,158263.23940195335,152558.52610064112,203842.48321191536,295942.9459405985,185080.86411890344,191940.4203444392,335234.0223217208,176498.25729734558,332815.6857316073,194265.0074923428,180577.10486105375,182653.54846813134,322508.7595709611,306611.61426469154,175775.3719950551,187675.31553723308,199248.66603317574,310320.1150489604,169624.26520990444,372399.0173161041,251877.17732656922,277398.21527183626,277162.2624366456,260869.2090205358,243881.72932591732,184634.9718390316
ERR10082806,751020.0805577704,434322.98015417054,322457.27107013727,537598.5726980681,334623.8464604697,532407.8021507574,376116.09273334744,435777.4725579559,469495.37064703845,297239.5833364056,623474.4841138248,309823.26548534085,364536.6955369514,384777.1394612731,334559.0260507105,499123.3786470035,393100.4197224928,510624.9425664594,489530.01708884,482134.7039687145,493927.194875925,731663.4135010442,536868.9721254153,0.0,480503.98114583816,415560.830899641,236845.37408613242,423491.74431740696,433988.02998009056,634140.3835445271,393826.13593691314,438660.0954474888,459273.6486420705,491905.61712182144,548395.7772713061,520472.09646531485,508568.6903605058,393273.54933303106,450514.4849502622,498045.8178591604,442051.4111446767,557875.8896295842,396342.435941447,475199.5151986163,535865.5662318675,496794.6165620155,405088.1672167184,372539.24978047615,474424.7234272261,465823.7730762568,508558.7549428286,391091.83253680967,453649.66085846466,372383.4584739231,415507.7314262636,415791.79247671546,422754.3896259387,399751.4611330395,448886.7818860342,474874.48682257085
ERR10082884,457260.1544110311,197169.72715150772,289635.9019717687,187692.04422670664,322447.13213951833,155909.95551920345,330956.0863740082,121312.74108682896,159629.9425609118,320983.34312079183,226914.06048105526,290628.7487414141,293281.68482535693,196240.07216926923,292838.27275306755,201250.63374061708,273533.4760774264,149827.1739438477,105953.93076238371,154389.58683797298,114322.95897587675,536820.8909934486,187809.43660529947,480503.98114583816,0.0,258420.80374265535,337928.07090119045,188748.8538455267,214412.89454927846,523042.6577029831,192209.31810919053,288196.4255729068,297709.28574365965,283859.596566683,245896.11432066184,251712.8898924328,277020.1025810221,332456.45878520695,218427.8922001492,293322.3473382142,287974.56227243406,273871.6718592852,198298.0540171789,284208.6809019035,285013.3006334968,285466.1953857234,192308.32122401777,302371.15063114074,206342.82198322285,123086.25320481569,277330.9405710081,197723.7186631892,240457.8552470266,242278.82070457583,290892.7767167827,150044.60470140204,164340.9131987528,297749.62660094135,270444.8461683084,107661.90880715426
ERR10082990,502362.491118714,308915.0906090539,248757.1183303103,282213.82490055304,244439.56163027295,272888.41176019184,330319.4825998006,274119.6395207757,266636.07436541666,156876.5475907728,346350.2823746503,342954.6001441007,282234.24886253616,304250.9247611254,323010.6148472524,313880.593152874,307411.71670578857,275532.87648663635,331801.5805070856,318695.55024976423,280314.09313125873,604998.9186353972,293228.39735775936,415560.830899641,258420.80374265535,0.0,242032.46541734852,351767.07714764896,313519.1888896117,556533.4562485889,267099.1315242339,293539.5365466124,186767.6415897572,263278.9061888552,238018.40554671397,269893.097157004,265241.7925572816,297496.7161482627,278684.4541376501,282168.5559714264,251936.27282509362,256205.37006081664,292368.2133269621,246622.77738481495,248514.32550056346,259253.45042448325,261319.65469707784,213039.41409279176,188450.96179908447,257701.84448505603,256942.89012346693,259308.68399072177,231937.13336807454,311566.11371424847,267920.0344711086,267685.2144646768,229551.51432303817,261559.50818121678,188508.08291423475,256462.69172142757
ERR10082872,559133.6270561805,331325.4168547895,123226.61809041096,386133.94501778786,137841.033832455,379574.78325752885,227941.71865852026,309299.7209358586,322526.3964778697,122230.42006800107,457749.450430036,289916.6542853308,298267.3632045585,309731.786479851,284838.39593004313,370257.34810804226,286042.083935214,369941.43140367506,372235.1076524083,348344.4508916426,364337.68972204893,570186.7434270986,382678.23461362417,236845.37408613242,337928.07090119045,242032.46541734852,0.0,336408.1804311542,335757.1403857258,491181.6855726606,312152.5641589381,312224.0230411491,308556.3907991536,327640.43494965637,366585.0139231008,352914.48896722845,337055.34168886865,286758.00798059674,304438.05622819235,344191.90947929036,303596.91098395584,372053.4125444894,323289.75076856365,322627.4764042889,369597.42998159496,338314.548905305,321518.88622443314,257637.70257281832,306058.550805234,312348.53441148077,360098.4908257739,298030.77317787166,291737.8471419161,326976.88062155095,284789.5373411741,311176.15480463795,301881.2896852006,269226.5181515372,291010.12012986763,319274.3431705717
