,ERR10082910,ERR10083185,ERR10082717,ERR10083228,ERR10083008,ERR10082679,ERR10083238,ERR10083036,ERR10083253,ERR10082874,ERR10083247,ERR10083101,ERR10083080,ERR10083202,ERR10083000,ERR10083215,ERR10083027,ERR10083186,ERR10082834,ERR10083108,ERR10083006,ERR10082766,ERR10083774,ERR10082806,ERR10082884,ERR10082990,ERR10082872,ERR10083218,ERR10083258,ERR10083252,ERR10083540,ERR10083542,ERR10083541,ERR10083471,ERR10083524,ERR10083523,ERR10083484,ERR10083459,ERR10083457,ERR10083439,ERR10083544,ERR10083494,ERR10083490,ERR10083473,ERR10083498,ERR10083519,ERR10083478,ERR10083419,ERR10083495,ERR10083511,ERR10083493,ERR10083564,ERR10083559,ERR10083500,ERR10083552,ERR10083455,ERR10083510,ERR10083491,ERR10083366,ERR10083530
ERR10083247,926904.2802209946,824364.1213074474,1084127.841516396,375497.2541351002,1080519.830452454,279934.70816067094,1065087.8661702047,893442.4758052417,628401.8851451672,1105561.775847917,0.0,1434832.6575670766,1337868.6273677994,1156039.2390455438,1426496.6807900395,643811.1761518279,1308725.198696426,487071.388201976,769169.3778785008,879003.2355623044,510348.3956122523,1224017.6196820044,536056.4888889976,1786779.5755128835,621977.802121587,768392.6035035736,1273313.9800744355,1075688.2824577945,930079.3992036378,1354052.234115804,1026739.7135710686,1184581.2127199215,962205.0527138173,959816.4830674664,624638.4860245164,780164.0325213666,934604.2923724457,1306669.7450806,969177.7061421708,918017.352929671,1179252.3800315182,702781.3780543705,1075052.4245170557,909918.9359074796,740056.6553636282,876305.5102537015,979929.6177195584,1178667.2625698908,716281.1941765608,779360.4580462112,830785.5003735923,1072721.5294045329,888392.4933068716,1180686.5604443883,1175900.8496829143,941935.0091874704,894001.2393240851,1187808.240304385,970841.670854213,729927.5922884407
ERR10083101,1822257.678082603,714685.8708495642,917563.3759986282,1157761.4219138587,1097354.8590342142,1192809.844861284,1202885.3598360901,642075.0594237406,875723.6814126931,836474.4336971693,1434832.6575670766,0.0,534894.4615230185,454130.9220808466,314964.49199552636,924833.0048797999,546216.8229851585,1050914.4479566356,823684.2144189726,777184.5552273926,1020190.0121639105,2004907.795197824,1111704.1743193194,795132.1408854002,907783.490565344,1042669.4145480628,813412.8110670497,452590.5301704842,694267.512355288,1940201.2931623873,603020.893046833,751354.9015345544,1016747.7719183848,1025578.4269362339,1258843.7632986868,1071809.8169269583,1069143.3492502302,775104.182314868,756663.3081549547,1041495.2881328844,880457.37618297,1280649.6351348404,589585.5153724521,1044645.6381127526,1246175.2588769365,1065203.5911552308,666503.0456021938,794880.6948523785,1004211.1336775748,842108.0025228355,1172499.2092892856,593513.2959277324,914911.5995368077,523546.41263311123,784811.7497960896,673055.5538334113,767423.6456169435,752917.8783838248,961485.3595588442,880381.5966494302
ERR10083080,1589431.1962607882,783763.6203830846,920694.9475032433,1053696.5411502498,1080317.9125738868,1130249.734273802,1249392.5047109895,513843.0464529028,818222.5237763869,778437.9411314687,1337868.6273677994,534894.4615230185,0.0,378185.28968747583,293884.90331080294,844589.6164581944,406413.3713499102,928270.9446417032,763264.485804888,598650.5831501378,970094.489593153,1958804.1463569042,935424.7910692767,1013974.0302320371,808329.148976455,851954.8092803984,834339.7185787094,541350.8160703187,646214.4166900023,1953507.2966459582,512569.15743634047,538901.4512710093,782404.4618641946,832586.4196856684,1062383.7848461356,900063.0708283726,855980.2851549794,591356.1125971389,594227.7129989816,815163.9218592786,502972.65536508046,1077206.9883819916,529255.0285627904,834249.7087994698,1020469.5587213761,861969.0795660828,558811.295670551,517738.6281542068,834318.4217923034,657700.1374813601,954049.9306587679,392181.9829989644,714449.3251567951,543072.8578146766,537622.351780504,562876.8166464133,546019.1024075989,593502.141598495,711867.9243005685,701577.6377429657
ERR10083202,1541014.5118327083,566609.71376954,866583.7827042461,896805.6555664666,1015712.275299457,936102.8171787541,1109677.221814524,323965.7447416316,641261.0579966633,803961.7645640867,1156039.2390455438,454130.9220808466,378185.28968747583,0.0,382363.2549840531,677630.5045162888,519371.2800492534,751141.4676823535,488260.126224741,441798.20951425325,738533.2774120609,1807869.5306473307,803077.4678142825,1027230.4008249561,602090.723345743,841152.6690928348,838815.82617521,241195.36189155877,493193.4280725971,1798918.7268753971,306644.7963116283,610624.213923752,818449.8774897581,836576.3812665285,1000934.1975184982,851291.1740556224,860583.3927702765,690407.6850644117,542382.4787177403,835351.987647722,633745.8508305991,1038590.2991358045,293362.7478413031,844869.3745721879,1003687.679855143,868874.9077157194,355264.59385505895,632777.7787572822,771277.9329385743,509932.8970256773,932562.4195462735,269636.9869899158,713187.1898646245,333757.46482288605,634320.4761664249,337427.5284561116,420310.05428611865,675453.4644400012,755738.2978822761,558802.1972066681
ERR10083000,1712489.3429399787,779086.8033396535,903089.1900892182,1147381.040212884,1084671.4033872194,1203176.6435856374,1234295.0378851888,566876.1443931117,860036.6096969361,802891.8196189322,1426496.6807900395,314964.49199552636,293884.90331080294,382363.2549840531,0.0,917483.6355810385,372734.2172835759,1030800.445558693,810637.4968843965,668948.102190297,1036334.145533669,1990854.354776612,1047849.2848148536,882488.5765181326,885903.7960777682,980219.1628528795,797114.5061407426,473372.260370208,684391.2992886453,1958817.3773644648,572837.9676950542,594851.3871245489,898923.6472687767,916003.0440402477,1174209.151349963,990362.282417399,946071.1390408229,641901.2069391987,652117.5160613308,936767.0667871496,653044.142710889,1191473.7546572313,568930.8416890404,955212.531265163,1164531.4168827734,973098.0183157296,640568.5968395579,648659.2893152768,926437.8916009427,743541.5318790202,1104932.751544636,483135.7136674953,815671.034028425,546327.368116407,627649.6436962264,622055.1001462813,665357.915845299,641068.9888865317,832087.269598568,794706.8440519435
ERR10083215,1162466.5761689667,360371.27119541593,813817.7807574617,327981.09975881234,922173.2793878816,457320.66312052857,977537.6512150312,492069.8701698774,290377.2187448595,778317.3729437112,643811.1761518279,924833.0048797999,844589.6164581944,677630.5045162888,917483.6355810385,0.0,831833.4505434366,256559.26764979667,506281.9219841846,533218.3759971143,392781.1879329253,1494391.7379101103,374788.136028877,1297259.6645251866,457546.76475306874,589566.8789077284,913811.921005083,607926.2625294288,347026.49657194765,1546161.8348614094,642142.0031550654,718335.168340657,703471.7263259413,676079.960263577,636480.8874294655,570913.0392502872,705054.147392241,810814.2578870946,547302.5958836665,565210.7589050301,845225.5952099416,685293.9451184433,686421.8078470409,559712.8560869404,583200.5281136155,575435.5769632253,614100.8930656265,729921.3905140745,520432.38394146843,509258.9754928233,535326.341454444,660682.8601136857,520429.94009184366,769061.8842980063,699843.6344277199,584637.3959378583,570022.536632544,719496.618793306,657012.6733336275,499476.17061677726
ERR10083027,1479264.1124366533,789097.0645668377,803978.4111852755,1046248.7220493987,991699.8479076216,1122854.6018242966,1196484.7906939727,539426.7319645922,745992.8809827879,687784.4480758489,1308725.198696426,546216.8229851585,406413.3713499102,519371.2800492534,372734.2172835759,831833.4505434366,0.0,963810.2163434459,831840.9506696578,601993.2179933591,1011549.5665606308,1852785.1344014502,914504.4098958736,1010360.5084815024,821119.775089481,849121.7142777588,747604.3338732059,550410.3652984743,650972.783610805,1861821.9481048665,667748.2141533588,377596.37135438685,713951.9289440991,664567.4028682117,978729.0952485269,775042.2591878459,695025.5181286512,564603.0314070232,450629.07318991306,779221.9978318118,503242.1293542503,966112.2691908017,698204.9159029174,813880.0727711669,1005872.7518175448,807919.5054224152,731234.756721123,585619.0442335359,756940.0072119322,664261.3775578104,982679.0668829778,558771.4298324494,641222.138059035,729023.4646450003,466003.3935992312,687628.1276751264,678220.0755846143,481840.3950645898,625160.5093637953,714045.6480863111
ERR10083186,1096612.5895953411,451126.5529804248,888620.0200771982,203511.73214829655,954220.6865762238,298404.6798728197,978527.6889725707,543163.4935376272,352628.7347097511,862114.8438096864,487071.388201976,1050914.4479566356,928270.9446417032,751141.4676823535,1030800.445558693,256559.26764979667,963810.2163434459,0.0,457187.8653846797,561234.8834685883,243923.34710519205,1431700.0613756361,313207.10808504967,1430688.2410724568,378563.8868711594,577086.3397655501,1008324.6343623664,702428.1143590425,495712.1212921871,1498988.8395858724,648148.1788210162,853505.6287277782,753294.2186363838,764955.4684457128,610726.7824010996,627494.904641464,772330.265743872,930913.4641952495,660525.0195382457,627416.2463604206,882071.2094955826,684019.1952006903,692334.2250654665,627012.5187522175,569701.7697997787,634391.4235675007,601011.8376346675,808896.8933127386,543534.3293647605,485173.99413097155,569393.3171314887,680819.5360145007,602270.1979518827,789403.3139865831,817399.917889646,571632.1420056784,534426.4359965738,849354.7655073232,729067.3126879301,452926.23127502785
ERR10082834,1283741.1332071587,485237.2056437964,866325.6865954051,605258.1181619954,955466.5411865556,578451.4104114537,957254.5571701395,315515.0715433417,478653.4051586806,896916.1236013097,769169.3778785008,823684.2144189726,763264.485804888,488260.126224741,810637.4968843965,506281.9219841846,831840.9506696578,457187.8653846797,0.0,355369.73779290775,379961.11996097706,1496554.5519559253,562952.7154353197,1308573.5692057975,263181.7278687865,764440.9783397277,962972.2185291743,419622.84062119405,544762.3713923347,1532409.2516739776,406287.21558769234,841335.067642494,866971.2288259629,873735.2919746346,830281.0086609232,774393.9410313074,865847.3799850642,937304.389342651,634058.3723167765,827524.4958029944,811126.4129603967,895311.219829172,414986.81557129015,834999.9151275406,881764.4732001851,839050.3327458968,382225.64648647007,829760.8926540223,684116.8157683306,381998.31607744034,840273.9632161644,467184.6976924651,719825.497121351,522116.81392768805,843338.8059487124,327350.43815305945,389952.4123261709,871115.7558929812,823257.0114933732,365613.6471139993
ERR10083108,1188324.041866948,597798.8854807275,794330.4507117929,673409.5246757355,910779.3328759717,716567.3307833675,1003975.152804092,208526.87611912284,438826.527405762,793708.4578502361,879003.2355623044,777184.5552273926,598650.5831501378,441798.20951425325,668948.102190297,533218.3759971143,601993.2179933591,561234.8834685883,355369.73779290775,0.0,600381.0494685854,1526384.143473392,499232.14849907253,1256801.4119314952,405413.03706343734,710574.2487720759,868398.3942695886,415448.1631130411,496192.6742264541,1579610.0977902743,492703.29947038105,578135.6435854825,653417.3875043425,637909.3240367317,694964.4670355456,578503.7386249115,616707.3476860804,719517.6235951417,399145.99472874583,647500.3169922004,570807.988454086,739085.4814735573,524494.1500045544,667207.2667110274,773032.1947752241,649047.8980630012,506738.5675187946,622818.1731091347,530857.5663188761,326514.15387851105,756476.3657511052,441120.4720447692,508751.94057320314,629386.0394598851,600367.5157951169,425265.7256328095,405168.73612607375,632525.6819102288,589745.7468333282,358036.6280717659
ERR10083006,1203952.916679884,435217.3431597137,899189.4263285128,342401.67061946413,953054.5812895503,276489.29680007504,935670.2082801397,550300.0242404138,414123.1895825202,897176.6766317546,510348.3956122523,1020190.0121639105,970094.489593153,738533.2774120609,1036334.145533669,392781.1879329253,1011549.5665606308,243923.34710519205,379961.11996097706,600381.0494685854,0.0,1420759.6796165071,467523.7786701335,1418936.9334011995,320882.51771014265,667528.9855242242,1021716.264306779,669853.1498388285,568227.1866700853,1463127.1067374838,586878.6461288228,947325.0148935159,860681.390178735,882280.9379613729,730668.7579683423,747390.0624921367,887036.6673610511,1033775.148953098,741182.078591354,797319.5445842275,951765.0931810853,813161.5348982022,621249.6011733126,794040.558575568,756423.481126809,796702.7995400794,539545.1541900826,910915.3715510569,637788.5949944543,497316.0053949601,753434.4190750779,664980.7649684312,739410.5350845361,713777.0724673076,929970.6155857829,511454.85776850337,522682.5345972448,953644.9706882535,845427.1610771682,461268.87642025016
ERR10082766,1034030.3809869417,1614090.5988013807,1224488.9500444664,1388710.810485394,1075256.7712490817,1301026.4357056702,936435.1037349037,1585545.2846535163,1412331.7564071128,1470011.2935124002,1224017.6196820044,2004907.795197824,1958804.1463569042,1807869.5306473307,1990854.354776612,1494391.7379101103,1852785.1344014502,1431700.0613756361,1496554.5519559253,1526384.143473392,1420759.6796165071,0.0,1382799.5460015165,1976813.1325433874,1403242.2464250426,1412968.9224392022,1449062.0336358964,1713230.5551673423,1686875.4238410732,384940.88628775196,1727264.7773552265,1796945.3804951892,1624904.36046864,1550614.3978926546,1357462.0199110545,1460193.1855134785,1512078.1757114942,1841422.8205523575,1571570.317949216,1582079.743277184,1728714.1016593808,1355888.450578439,1755329.7198993699,1571861.9416656794,1495926.8791501808,1558124.944012835,1708285.8197795823,1762311.4257985165,1457676.1952288994,1461176.2464158798,1539876.9463950682,1743882.9053121656,1514546.2538654935,1837184.6284687885,1756628.953569592,1643995.1503447327,1606756.5976597078,1741397.8352452952,1608664.3718541788,1429411.6858092353
ERR10083774,952871.5299902711,633092.5211096716,886815.5611901496,325866.4399428085,942165.3357266972,432793.78258126584,1018887.7866178395,568584.1035933031,326655.3903182986,854475.3740196378,536056.4888889976,1111704.1743193194,935424.7910692767,803077.4678142825,1047849.2848148536,374788.136028877,914504.4098958736,313207.10808504967,562952.7154353197,499232.14849907253,467523.7786701335,1382799.5460015165,0.0,1475199.262050385,465693.3884971957,585679.4219203881,1011058.473686364,764827.8871622033,546096.0330793477,1476689.1773687515,749231.2534511625,739266.7372964916,589364.0701043796,576617.1167993541,401815.11625497614,413520.61219242745,563698.209935955,857820.9803268978,551455.0132395207,517746.0368076225,801164.3503501638,474616.61326801445,805980.3799932105,515746.1175084113,463550.69919697026,482696.34088627604,724347.3968393895,733001.6824264458,389994.5661070164,501129.98498992255,525148.1972634011,743561.1835605729,469827.33184437023,908433.1202867936,723972.7137268365,679339.8761849623,611558.9760317479,752371.6705850905,566350.4916259896,491694.2470173919
ERR10082806,2016701.164088522,1134941.9938397733,897858.3859835581,1514900.34698623,1018298.0720992257,1550436.712771921,1105176.2691023545,1163831.8758330173,1261382.2523763366,896919.5540805206,1786779.5755128835,795132.1408854002,1013974.0302320371,1027230.4008249561,882488.5765181326,1297259.6645251866,1010360.5084815024,1430688.2410724568,1308573.5692057975,1256801.4119314952,1418936.9334011995,1976813.1325433874,1475199.262050385,0.0,1361982.5670249967,1276541.612761997,692274.0117070697,1033751.6163087727,1099844.897228241,1812263.320664522,1118264.0334527441,1133196.2959377337,1335506.8625649214,1332481.5335155681,1581151.0825765512,1412208.9138119756,1389918.0190619158,1007610.1213440644,1149971.0221188185,1318118.3335672105,1262018.1420510563,1580007.9276712507,1112601.1912423966,1298633.1574663415,1518969.285083145,1351363.3203609604,1159830.5122922056,1055899.29364026,1364676.8571889098,1283603.6034228012,1425931.717992485,1104423.3751238699,1217127.6662873127,1034426.7331444988,1088067.326721559,1172798.7860741501,1225204.189939375,1036550.1257107637,1282207.5377125966,1316087.435172147
ERR10082884,1126266.6227994151,511280.34877843683,800618.456928767,482905.47968003014,869125.1261855223,442119.7458596483,912199.149399406,357931.249953116,395205.9987905042,796328.5380934178,621977.802121587,907783.490565344,808329.148976455,602090.723345743,885903.7960777682,457546.76475306874,821119.775089481,378563.8868711594,263181.7278687865,405413.03706343734,320882.51771014265,1403242.2464250426,465693.3884971957,1361982.5670249967,0.0,596980.3409233842,923957.1338557866,548289.1696367894,580689.1852884812,1457904.3936328609,467152.5176941681,814335.3151687577,753550.3057925197,760584.5667629603,671831.757757104,652766.5610047745,747085.4014066933,943763.7696929248,585069.0731964902,751811.5763208226,752303.4724511113,730389.2541706786,511239.5001797103,758508.9150557164,755195.1961433548,750099.1082230401,442118.3171799151,811360.1899206048,550273.3667614671,317232.3540403784,749225.6726988205,514125.09441963636,637401.8512367217,629837.4767366578,815641.2238766503,395319.7258030517,381535.0038109216,838973.0480122708,718424.076672685,265345.912235331
ERR10082990,1032316.3909185013,693740.5629080659,637605.1841978702,577963.0230282902,675500.1425551292,629491.2021466226,863127.910900812,651479.6934717152,528624.4822603281,471390.8877492224,768392.6035035736,1042669.4145480628,851954.8092803984,841152.6690928348,980219.1628528795,589566.8789077284,849121.7142777588,577086.3397655501,764440.9783397277,710574.2487720759,667528.9855242242,1412968.9224392022,585679.4219203881,1276541.612761997,596980.3409233842,0.0,722584.3910146413,852772.9412780403,714576.4990706034,1437810.307022105,741337.7881391181,739525.82367893,508840.959215156,577093.8305362483,528532.1276497769,543542.3250318231,588248.8088657723,806915.4364789411,597222.8112053323,558638.4516849874,696536.0192976383,532847.4013645933,811502.940212172,533968.0851830004,516962.6406956309,543798.3084159052,717342.1299150079,640061.6952364827,433211.21460784,563497.1263786533,565621.9384394492,727406.2202256728,472610.37286648713,887833.1890794577,682684.8413096631,712142.3719074719,608212.4225942775,685493.3699606437,496097.78475619096,548535.3900351371
