k1,k2,k3,k4,k5,k6,k7
0.08482838662822077,0.07695210303607143,0.05321249274776058,0.016901223609838194,0.003715856568685567,0.0005605402531244573,6.725211276992792e-05
0.08507083207701704,0.07610344488194509,0.0505527436946408,0.014761287282541447,0.0031990873473393133,0.0006934382248522386,5.6290444142487184e-05
0.0850792962901589,0.07673592520977296,0.05129244838851926,0.015040441817708805,0.0030401894768764537,0.0007019458047046179,0.00011233733676785373
0.08557288697545902,0.0777879575562587,0.053374400697954114,0.015930088415999508,0.0037238130498700173,0.0007165566348024954,5.855706136020933e-05
0.08473173163834105,0.07563206201748034,0.050532967549783904,0.015262729559692914,0.0035069989500337156,0.0005837777220295192,5.7781615291230964e-05
0.08487025751019858,0.07630468809296802,0.05109203544534723,0.015007216171913975,0.0034139220570477205,0.0007613628461299503,0.00018933110665106856
0.0849395417091601,0.07645048465942514,0.05113911940537415,0.015295249085433038,0.0033020955653179796,0.0004672540693759461,9.180519450138454e-05
0.08518158708248645,0.07715929215299387,0.05265664513789956,0.01580420323099825,0.0034552744763411366,0.0006372256315621506,6.848537297394964e-05
0.08530843357856557,0.07750915714216704,0.052057584321366826,0.015972449622373368,0.0035435615453990516,0.0004615759642027822,9.52696418323988e-05
0.08502939757276105,0.0764766035814609,0.05132278824360303,0.015247645995994787,0.0029869783242477714,0.0005350514613635145,9.948752894405054e-05
0.08465509402173767,0.07512709083161824,0.04993299318360969,0.014465879661611057,0.00315300579222472,0.000657926080975608,3.8904015755086626e-05
0.08443873713725017,0.07470174303706631,0.04897536410011217,0.014233951066224363,0.0027965456875519846,0.0007319767395223551,3.414544300413323e-05
0.08468593318176909,0.07481484240576718,0.04939396816552619,0.014294474608239757,0.002835974910795623,0.000476441198660225,7.313177695190785e-05
0.08492142187506717,0.07565959542635048,0.05048107768551777,0.014659578621623696,0.0029905026949897363,0.0006130707894036093,8.038312874407468e-05
0.08513196894775128,0.07639630859731827,0.05113448980766587,0.015395452076324962,0.003094662377182525,0.0006000456270717419,3.684620477880689e-05
0.08502885283683287,0.07647080920451724,0.05141370523547137,0.01507310086565162,0.0032294339855819614,0.0005702062102947786,2.4446588028249837e-05
0.08489505019050628,0.07581722620045919,0.050816612027374336,0.015138713801634106,0.0030987646916295166,0.0004554029736574889,9.847515441363246e-05
0.08500527506941277,0.07555883439206929,0.05075349040846838,0.014803378440076306,0.003187928899574751,0.0005734862942190933,7.356162365319354e-05
0.0851252691458697,0.07613116360428246,0.05062638485151182,0.01512602349185769,0.003045436488901533,0.0006225504090300671,5.147169709788236e-05
0.08521893176108682,0.07674519567822542,0.051307989822951254,0.01605338553892533,0.0032792245162800056,0.0004909446036148979,5.8752151266271464e-05
0.08513937883675778,0.07690660413338395,0.051634768642584594,0.01605267560375593,0.0032967813568232224,0.0005898622240560089,0.0001798613774809993
0.08537925281965345,0.07690582254362797,0.05173103523191032,0.015536118939780838,0.003470436335459098,0.0007805117123094749,0.00013606921215009415
0.08528600885585082,0.07703705655802466,0.05194628704677474,0.015674299437869545,0.003138949449878771,0.0007440389120958594,8.514302317311422e-05
