,ERR10082910,ERR10083185,ERR10082717,ERR10083228,ERR10083008,ERR10082679,ERR10083238,ERR10083036,ERR10083253,ERR10082874,ERR10083247,ERR10083101,ERR10083080,ERR10083202,ERR10083000,ERR10083215,ERR10083027,ERR10083186,ERR10082834,ERR10083108,ERR10083006,ERR10082766,ERR10083774,ERR10082806,ERR10082884,ERR10082990,ERR10082872,ERR10083218,ERR10083258,ERR10083252,ERR10083540,ERR10083542,ERR10083541,ERR10083471,ERR10083524,ERR10083523,ERR10083484,ERR10083459,ERR10083457,ERR10083439,ERR10083544,ERR10083494,ERR10083490,ERR10083473,ERR10083498,ERR10083519,ERR10083478,ERR10083419,ERR10083495,ERR10083511,ERR10083493,ERR10083564,ERR10083559,ERR10083500,ERR10083552,ERR10083455,ERR10083510,ERR10083491,ERR10083366,ERR10083530
ERR10083247,2102466.283895416,3257869.6068753274,3673943.3628846267,1536043.9794084674,3399767.414243951,1123972.0043608737,3057255.8252010904,3462763.171281282,2578214.831545075,3730706.2823842084,0.0,5721913.4854668155,5110713.913024089,4618064.042254828,5622108.961172844,2620518.779152708,4904371.134962056,2080215.537140082,2966109.122974406,3431541.3995403,2053676.3710533848,3020774.2164941756,2295762.238775392,6822431.654663167,2301858.278120093,2275573.978582107,4557819.622355628,4293830.507774614,3957375.738853843,3122189.37223433,4050765.5473075705,4540765.590476566,3335571.835235002,3364475.940643208,1993778.0389356283,2762707.231007477,3222006.1707082437,5325125.335040482,3830435.5877684457,3495856.864198533,4120998.594040648,2111468.067082948,4252633.597253472,3459703.8212453965,2489162.8392879404,3256372.2933582086,3834623.7815590203,4724056.330332017,2643507.7351980642,3023530.537861161,2907606.153211263,4254330.441262644,3460685.5711971293,4690989.227718286,4661722.031933157,3728953.565776195,3445200.065146725,4720415.7996915905,3456302.50608913,2798171.329913699
ERR10083101,6415043.507647473,2589347.052481571,2878653.345743631,4355300.919073675,3468667.689837699,4660683.92890743,3712225.6130939834,2342422.74239536,3230095.7760685673,2552363.9783886625,5721913.4854668155,0.0,1210026.3961158039,1326006.438548471,582978.8243058233,3249640.978694877,1203579.3499931777,3857435.3387176823,2916610.15551976,2604628.733339936,3840456.315200578,6861537.253628592,3841522.268107267,1495174.0390506384,3516389.2291060444,3757632.0305209504,2118232.6536155087,1503042.3114094294,2114494.488830841,6193471.470733518,1971107.977885788,1782975.264947049,3211204.7308040014,3162203.431336131,4491891.613810044,3545586.861397137,3409042.090884916,1773830.396073142,2306976.3097270853,3069014.11981747,2520056.551453955,4496591.87756483,1839912.3003197734,3069123.586321509,4036551.7502166377,3235356.9431442954,2239699.4768747436,2038052.2957340914,3540489.152370192,3004489.7873985195,3549212.703065428,1894631.1898965982,2835820.4398447024,1472785.0708131175,1926443.165216145,2271850.413791366,2670786.398283472,1869945.4329864816,2958469.4603596977,3213114.407865988
ERR10083080,5692177.28348011,2179373.292384763,2605405.176414985,3713232.261846409,3095314.4473696044,4054384.127424904,3325616.326510321,1725780.913652715,2669280.2498638094,2185400.0642584874,5110713.913024089,1210026.3961158039,0.0,635107.8957948799,853321.2692696697,2680131.9869752685,988328.9279430204,3154892.6683167843,2251914.259787437,1862341.5844326196,3217842.720830681,6345053.415460898,3089639.107063639,2285117.0647330084,2866500.990668589,3089125.0998527077,1984480.2255774685,1143424.0610385982,1514072.5873672636,5750848.992676733,1235548.8481334925,1260403.5694641618,2527584.0511795054,2558336.7480628896,3816257.612652217,2906222.1362440623,2793555.563921362,1256239.621484691,1702054.5214407793,2256350.024879119,1628629.1889675194,3833298.0344373174,1108615.3018270135,2275741.16192154,3217853.0508993105,2471817.2325778864,1496162.5529166274,1196688.6689277207,2903645.7218868835,2251315.0591316624,2709544.1555656553,1003036.3954652892,2125661.477868007,873899.4478182258,1210418.2042389316,1509495.6742478595,1826265.1903765236,1339740.2681154285,2277039.337386159,2471075.26903148
ERR10083202,5314076.766774827,1631119.3158837277,2290971.096579134,3234653.468960779,2788507.9076082967,3559059.921943715,2960260.401306784,1214249.6572752243,2173021.578730409,1901511.6484807555,4618064.042254828,1326006.438548471,635107.8957948799,0.0,1139771.3877006213,2160886.490661414,951843.1674735077,2677821.802816237,1727815.330998368,1438829.3514694506,2709844.8163701184,5955008.588500355,2663441.9354091426,2570410.868028495,2373609.543658139,2692669.2223117566,1860062.0957884712,543044.1528798556,1081339.9575008778,5382348.578075745,834951.2226872897,1133855.034244237,2260072.9128791397,2258113.9955276838,3426405.396792534,2523316.264637075,2492025.891758551,1540084.6847764573,1368669.819183575,2051613.3855000557,1575431.1712245636,3449366.550736816,742731.644457135,2055322.931762549,2913400.0718852533,2218782.0973822554,1089760.4274981727,1324915.244730394,2517592.810399847,1872509.1750183762,2411532.984627621,765593.621254122,1846630.2437702573,633290.5106299951,1265142.0376376717,1113247.4246653346,1485583.1861225409,1373377.1692484915,1995015.809087487,2074804.9218222902
ERR10083000,6171098.536830942,2577658.319178863,2704030.3149095797,4254464.881921462,3261848.0426560338,4563592.057489472,3523649.4677941506,2187379.708412328,3102468.9813258406,2383156.235830752,5622108.961172844,582978.8243058233,853321.2692696697,1139771.3877006213,0.0,3178285.66430395,939278.706601507,3736390.6186758634,2780572.3551423727,2361544.7150454298,3752288.2066489775,6653302.8707054965,3649688.238588195,1505978.7241757435,3389288.6152914152,3595775.5005139015,1888327.2474356769,1421368.7554769171,2006965.378756445,5993431.635837436,1827217.2418943513,1506143.994285407,2977000.951127997,2936386.72490069,4298715.251609253,3355842.165013873,3173659.866886179,1337945.5468134717,2068847.709415316,2784285.2581971553,2124503.7683466226,4307044.863749971,1688098.0337684776,2797964.5392963793,3808321.4472961705,2976898.397128293,2110771.733786958,1635387.8761822835,3354027.586552025,2771570.1680785567,3336068.559020033,1632292.0207652797,2576298.9982457394,1368949.0465641883,1537387.494792058,2085342.2193628077,2434120.2633655965,1537848.893526279,2720263.1663885023,3001456.747726843
ERR10083215,3703997.502612144,855015.4387284478,2172488.782584619,1175713.680397145,2377471.088628629,1616059.591020393,2254314.6894557555,1239601.5700901642,739176.1460808918,1973795.3590529591,2620518.779152708,3249640.978694877,2680131.9869752685,2160886.490661414,3178285.66430395,0.0,2562647.5803849814,775260.614235626,920269.7579253596,1346289.9538899485,923064.7854181201,4490574.3680055,1059975.1123592479,4402828.897038585,994851.0919288374,1422511.245797375,2620180.3553053364,1863930.2841490612,1366005.9841161019,4117581.8107135408,1764004.9507039373,2249394.3956234087,1866304.4562334947,1851077.4583779578,1988932.148768781,1533321.0790232422,1957090.5017540706,2974959.4483279935,1735557.242758936,1574598.8302859876,2271193.93614482,2072606.3612570043,1955333.5056948725,1564102.717635258,1511813.0092594123,1523597.8756689706,1623343.3205874844,2474170.4371611103,1494151.4692259282,1367499.928356488,1264058.2469008302,2000413.4974739598,1544147.2257158642,2312533.431029052,2376479.4736460485,1538697.4135836454,1484767.5893664302,2455642.162861275,1754035.9647441667,1320441.515033892
ERR10083027,5344767.0491721155,2101287.1261241287,1886712.9044459837,3600955.2880017823,2447767.3108692337,3897973.5962971835,2762506.6130811344,1562657.6370590585,2359265.301614043,1558712.9169766959,4904371.134962056,1203579.3499931777,988328.9279430204,951843.1674735077,939278.706601507,2562647.5803849814,0.0,3139694.508769603,2239131.092081256,1715775.072959157,3187878.145278768,5828374.330201261,2945189.533447041,2054808.3919468015,2744926.1484817765,2843323.9458550974,1190982.7693182635,1031353.379520812,1627935.4818106275,5182116.203623767,1523839.2242054278,739440.8077182379,2187899.720806692,2078514.9404144296,3493123.509117735,2534643.7463639737,2314722.001918805,1199740.3220934938,1268265.9540798215,2122009.880998908,1520111.1538700056,3474539.5453107166,1505016.6351545753,2123759.371922582,3103295.876212096,2252691.7877437207,1782409.5051146355,1247394.217574781,2563860.643414731,2121723.1051416676,2695652.947656467,1363106.9723829455,1805893.4604552395,1425492.9407113877,995403.1937461322,1692117.7026359602,1960266.7719756921,939816.3294500686,1899577.0209278169,2358536.8967052433
ERR10083186,3277444.8249860746,1418174.036015679,2559021.099170345,646666.9634982137,2595492.778821394,1072346.0120781912,2385288.4667953686,1676528.2658502958,1086847.8929123431,2388454.0933059608,2080215.537140082,3857435.3387176823,3154892.6683167843,2677821.802816237,3736390.6186758634,775260.614235626,3139694.508769603,0.0,1129987.2234370618,1684180.2676786117,460634.0965039388,4213827.131969108,918253.1333374257,5029079.030691703,833823.0705017701,1280070.4382427554,3113697.3510614354,2435694.518926994,1953591.2182030303,3940994.3656260152,2130042.0374553646,2800727.8500241684,2063445.3050047148,2144859.634205931,1751372.176423104,1677454.2003870031,2164505.1001568465,3479980.6945000426,2199071.5965702436,1843753.8794456813,2501478.9677536767,1893380.514872803,2320100.1285918676,1831659.9398051484,1317581.6523916079,1750050.3608993657,1919184.1328301462,2891076.2449079407,1558431.000097534,1441582.8770396796,1283254.0027434162,2339117.64104865,1893129.2005093049,2738100.9730048305,2859297.9713023966,1827589.8902002056,1612906.8449547854,2974082.4624524117,2054855.953549786,1282837.041739129
ERR10082834,3883939.561310011,905835.2615779538,1995197.3097049824,1676150.5966156502,2205062.101234113,1922227.4667528295,2084215.8903861183,700862.8745368099,958169.5723362332,1811159.8220634754,2966109.122974406,2916610.15551976,2251914.259787437,1727815.330998368,2780572.3551423727,920269.7579253596,2239131.092081256,1129987.2234370618,0.0,826461.2909428971,1110888.2407492665,4610987.111093893,1331414.29831777,4107772.018235433,766714.277662807,1456109.085037244,2358158.541281735,1447687.0368812452,1330272.1320169794,4172161.110693713,1242859.371975768,2033090.9064176152,1784538.6945025877,1816130.4795016793,2143834.058939264,1595907.899246382,1901244.432553584,2747109.674677733,1452217.8118942764,1683556.85729351,1788080.9307436282,2230116.4873833386,1403859.753172303,1662393.3269771026,1825603.7966283923,1650268.573808215,1088688.0203290565,2201621.321065455,1500516.1792756517,876702.8820410025,1537441.3089266205,1432491.7891248104,1476313.1712465347,1820452.668741761,2157966.2081156415,952267.2050895168,884667.0029954774,2256721.593007432,1653858.5408202237,850984.7151453426
ERR10083108,3949173.527182365,1326906.7061594797,1572267.129706336,2163303.9482657076,1835374.2891922616,2443564.464901632,1848503.8066103624,560429.1599809917,1092544.6427473798,1416482.81487987,3431541.3995403,2604628.733339936,1862341.5844326196,1438829.3514694506,2361544.7150454298,1346289.9538899485,1715775.072959157,1684180.2676786117,826461.2909428971,0.0,1786140.5306274195,4591461.704486383,1429165.3281191788,3598081.7952516032,1302235.1051784006,1628216.535925428,1778039.0152218258,1229874.4297467934,1220103.5840312904,4071429.2383157047,1218944.0175319784,1420360.0765091223,1406202.5338214976,1353629.97521036,2171949.091836869,1372600.9869565153,1472588.7781478576,2108668.341997622,822081.8809972642,1248591.6618963142,1216416.0772457754,2209904.1459592767,1370722.5903901928,1220705.0858151612,1796260.6784097345,1232634.6639406178,1222862.9400537903,1574881.5934745697,1398406.93270843,853866.7287803174,1462542.3338334518,1204250.1004288935,890601.9627021939,1727731.9595805362,1506107.4148048006,993509.0263092731,929515.4029277837,1580399.328239227,1180024.3247573331,998840.5265166207
ERR10083006,3401936.363068833,1356690.7393422422,2556042.058287187,791580.1952941976,2583876.6336592003,969527.4521260344,2345219.3919011075,1687257.4007456598,1156581.1353493538,2390327.732881414,2053676.3710533848,3840456.315200578,3217842.720830681,2709844.8163701184,3752288.2066489775,923064.7854181201,3187878.145278768,460634.0965039388,1110888.2407492665,1786140.5306274195,0.0,4247765.116957504,1215580.732375271,5047794.991153365,741725.7596342465,1301730.900912704,3126940.590478655,2426741.1643933104,2073939.9527729822,3948199.2445987323,2108583.3316933434,2906024.7904057875,2169032.431500737,2268459.274848019,1844979.3342915794,1809353.329941391,2281756.6423080703,3618061.4004586767,2284471.122441691,2115161.4254985363,2591022.3750288226,2005647.9471028808,2288735.6534195906,2079377.7224301987,1638081.7450936325,2000865.2778130765,1885489.1087797352,3030100.1703285323,1617481.591972842,1453202.929970209,1612710.1692483372,2352770.956095174,2073291.3061706983,2707281.2010347205,3000900.4874597224,1808690.0532014875,1622068.5537713873,3102549.947152342,2185198.3674364667,1275861.543651191
ERR10082766,1696011.334503104,5019638.039297854,4075790.4560026145,3805553.4296925855,3545574.303979681,3503248.5187327205,3226740.598227877,4816348.9796724655,4028071.430296265,4516799.539498183,3020774.2164941756,6861537.253628592,6345053.415460898,5955008.588500355,6653302.8707054965,4490574.3680055,5828374.330201261,4213827.131969108,4610987.111093893,4591461.704486383,4247765.116957504,0.0,3842897.9441654445,7487151.517602939,4063012.20704467,3764427.0370559716,5022538.1432156395,5604568.046532043,5502911.816420194,929600.0728297088,5601016.991232753,5474592.673855654,4278117.439204889,4135235.2559223277,3046476.135093134,3774569.480445551,3870570.6154439296,6137628.618571834,4789367.874385825,4584323.851213394,4996634.804749193,3037058.3849427393,5789439.120975624,4550582.483855885,3896261.9725734564,4285497.909663823,5496936.0476432685,5684169.761425674,3771279.595550826,4330447.513371684,4434380.735318969,5627862.941410353,4400564.850530668,6202387.796094904,5558697.9490786325,5250327.57482626,4935481.0764156515,5519674.320705525,4403501.383332359,4192457.7718823836
ERR10083774,2935336.865016688,1773826.4675370588,2227200.9347036923,1114743.777726523,2170604.051945449,1451018.5301049743,2032443.5772018372,1656866.5986424496,912538.0375918584,2113016.706238737,2295762.238775392,3841522.268107267,3089639.107063639,2663441.9354091426,3649688.238588195,1059975.1123592479,2945189.533447041,918253.1333374257,1331414.29831777,1429165.3281191788,1215580.732375271,3842897.9441654445,0.0,4830714.876379996,1098569.085087961,1186283.7770790765,2793943.654457083,2442398.889567591,1988086.0134732602,3520787.840985878,2226640.50583362,2451472.8761724043,1508499.3360522238,1525876.125354873,1228768.5237663765,1015222.2536952192,1511008.6451456854,3150563.391953731,1799391.7954553422,1401698.462151186,2195447.8663575687,1330369.2410883529,2438240.049016093,1329712.540685016,859917.8686240914,1177633.0038072134,2084105.5033071144,2540072.507733785,1070441.7946245372,1353870.8083107488,897033.2050648961,2349838.4620520193,1368593.1073270098,2843163.0775862997,2509179.391500735,1956147.6542710164,1690687.7534967833,2594307.0930356337,1505666.795653341,1267247.0271671582
ERR10082806,7225371.163566547,3830415.1127440482,3533867.1705306075,5483386.519959631,4087407.543649275,5791212.158830222,4393714.449446163,3488570.0856743585,4268567.315660958,3350610.004853892,6822431.654663167,1495174.0390506384,2285117.0647330084,2570410.868028495,1505978.7241757435,4402828.897038585,2054808.3919468015,5029079.030691703,4107772.018235433,3598081.7952516032,5047794.991153365,7487151.517602939,4830714.876379996,0.0,4682755.038542802,4808960.447677648,2567660.1420963015,2734057.031524763,3242044.9421713757,6746568.11776721,3244872.8448036294,2527718.789563032,4025427.6555239446,3918694.5060265926,5387768.140527393,4417020.912083958,4148779.3264520587,2062923.610953154,3169560.6067953645,3862208.5403167964,3324767.249509505,5374091.433237901,3131481.6691143187,3860368.883446244,4956288.191290333,4027355.5842245915,3530359.675733621,2662450.49919806,4462633.8794615455,4062634.09910233,4510688.22108578,3060640.591061943,3636776.7785191326,2797451.154987876,2543370.850004969,3488880.5442581438,3816035.3236440304,2404875.3203935544,3782943.0075299838,4296436.919878494
ERR10082884,3291357.157028541,1318838.7802381306,2019023.3612665308,1183566.2438794882,2034565.4104616544,1279919.139624453,1860337.41994779,1221516.9794513704,824097.4205050032,1875659.9676532524,2301858.278120093,3516389.2291060444,2866500.990668589,2373609.543658139,3389288.6152914152,994851.0919288374,2744926.1484817765,833823.0705017701,766714.277662807,1302235.1051784006,741725.7596342465,4063012.20704467,1098569.085087961,4682755.038542802,0.0,871508.7378598106,2637201.349483198,2082812.7214980228,1949729.2351880556,3672871.3005283754,1798902.1522528678,2477349.300970697,1690562.191083487,1760611.415996443,1569432.1216765,1349750.0234565658,1749940.2834639815,3277079.1920602103,1782774.5939947092,1866274.54184158,2063076.8239096187,1674584.6430410736,1996354.2247900297,1815248.6912393023,1546073.7874124895,1701847.5778491446,1605430.2985536307,2669692.909698417,1158109.051568979,910556.3987743977,1508874.9882067766,1996874.689462511,1643137.3961668573,2441092.3307120115,2625574.7261422593,1486272.873069747,1256142.8836143601,2697420.391779153,1682022.9469742677,708174.398305248
