,ERR10082910,ERR10083185,ERR10082717,ERR10083228,ERR10083008,ERR10082679,ERR10083238,ERR10083036,ERR10083253,ERR10082874,ERR10083247,ERR10083101,ERR10083080,ERR10083202,ERR10083000,ERR10083215,ERR10083027,ERR10083186,ERR10082834,ERR10083108,ERR10083006,ERR10082766,ERR10083774,ERR10082806,ERR10082884,ERR10082990,ERR10082872,ERR10083218,ERR10083258,ERR10083252,ERR10083540,ERR10083542,ERR10083541,ERR10083471,ERR10083524,ERR10083523,ERR10083484,ERR10083459,ERR10083457,ERR10083439,ERR10083544,ERR10083494,ERR10083490,ERR10083473,ERR10083498,ERR10083519,ERR10083478,ERR10083419,ERR10083495,ERR10083511,ERR10083493,ERR10083564,ERR10083559,ERR10083500,ERR10083552,ERR10083455,ERR10083510,ERR10083491,ERR10083366,ERR10083530
ERR10083247,2121803.917954249,2438058.5836648797,2920934.202621312,1072869.3074079433,2751013.859358037,799913.615306053,2612789.989344915,2604495.260856506,1864579.732530363,2875700.9942221045,0.0,4275716.846869891,3787913.187508526,3383848.3363989587,4178701.199138196,1892577.523246538,3746214.641991166,1440011.467268577,2189400.3354955437,2528280.2172621214,1466773.7808738607,2848200.519700114,1547956.4200784208,5054488.610218644,1746912.0805509933,1757140.5553463844,3465729.757981427,3194283.211537136,2782495.122966256,3061202.8857805226,2922003.634524947,3349771.5454500774,2458552.171284555,2530122.0292438464,1523282.1455226212,2060728.124389775,2461161.975683437,3725562.326250495,2784376.888903871,2444942.703871197,3122803.433325415,1674705.4651194639,3072658.4392611883,2424767.759971045,1792439.5691004482,2300989.5380012053,2763015.829365261,3276509.534115993,1925685.858681784,2214481.254775032,2133288.8362155743,3067760.057298973,2460835.358278363,3387174.044265957,3313559.6619638526,2695556.4210815546,2485682.632111348,3363736.319087898,2557545.304927168,2062126.3038388314
ERR10083101,5123232.983845943,1994516.4764636566,2318780.899001887,3381469.2946615675,2828309.9761802983,3544263.211918522,3081934.575521356,1848860.482840985,2518866.622339103,2044396.3600601035,4275716.846869891,0.0,1303352.939088258,1217725.9193196965,711034.8084742406,2591283.712220065,1250361.084619159,3059262.325728214,2324333.2426274423,2181152.9469672684,2992428.004174871,5457524.892224771,3192327.2889478295,1510660.494938224,2685110.836724622,2887358.8359055757,1872045.984134204,1189069.1111878233,1845606.874028161,5080464.756876284,1665928.6538252472,1783119.755310338,2712765.1362926723,2694264.232285319,3581798.0628730315,2931314.203913323,2853365.51183668,1761173.988270892,2002701.210852233,2702681.8933785013,2266537.721034,3592908.903437993,1583483.090545649,2737148.6877942896,3404788.0201968523,2804332.380142197,1857598.2017680788,1971127.5574548696,2833464.35828016,2395827.0465693055,3156245.7494287416,1633610.4268019348,2434958.3485883283,1328447.6306493983,1884934.8483321646,1879343.533999838,2195267.368692707,1767123.726361004,2543366.436536426,2528832.557890498
ERR10083080,4394064.5967162335,1873420.5218965122,2214627.5156373363,2886616.831591093,2646787.6547840023,3124469.1339584393,2977449.7757403064,1274912.9068846232,2115806.959531989,1850700.5686023333,3787913.187508526,1303352.939088258,0.0,678583.6694505697,762938.6840447927,2137581.935912399,891431.4412494098,2501222.1655874555,1817633.3866649237,1461693.683385134,2570400.1455026413,5085211.8689092,2526035.54308822,2283450.2858150867,2164994.359670713,2314773.6130209365,1903614.2675487068,1036606.9532551863,1454488.0272941403,4860505.76807085,1157402.1046697642,1159919.1375608905,2045480.1749430376,2090320.6557760462,2946847.853268811,2338151.6285754438,2209291.3607143355,1213125.699695625,1409852.4286729444,1978015.8446448299,1285509.353125834,2954154.8804177484,1123890.3463906075,2054489.2798513211,2686492.882596565,2141465.0204904117,1317312.1499621873,1191654.8641985229,2262442.989886375,1714349.500672777,2435666.3973744432,900560.514910575,1788409.7683489653,1106366.9220227075,1153796.6871797647,1317745.8494698438,1452604.4491213015,1276903.0682491134,1841820.7882657857,1866156.697890346
ERR10083202,4198275.889390786,1368811.0556340492,1981000.9042832362,2493370.2907891558,2392334.123791658,2686906.4354256922,2628744.781181125,880369.1290191859,1696532.6847311254,1660090.8752456896,3383848.3363989587,1217725.9193196965,678583.6694505697,0.0,958833.1629449411,1737634.3758069475,1076125.96410411,2096989.9323847503,1326875.9803139102,1166763.2121218941,2099993.3503239956,4776302.897872161,2203684.760115657,2292614.7087633368,1746550.3106566956,2034799.279681168,1768834.9767013316,484476.2420759144,1071771.8625393186,4532213.172293752,724850.9186191324,1207077.3847980916,1916451.4447055527,1955387.4473584513,2694493.846852132,2108421.6396349664,2084925.7234736206,1342864.7781913858,1225094.12506305,1855341.408938797,1412329.5630705322,2727470.1973709995,673528.229919875,1909664.0882791402,2487173.7455318635,1981168.3610745957,886403.7440698228,1234970.2512421098,1996730.4549866014,1412991.1017759454,2259326.5168155753,626669.0838800012,1618275.9817969864,675672.5979577682,1232412.3009050176,899059.651058816,1153012.6110125596,1304568.4129347147,1729219.2641116972,1556785.0827811782
ERR10083000,4836424.020777024,2046077.4570052328,2223460.3355459254,3286394.953431952,2723443.027757144,3480940.390387201,3044122.6898273993,1621616.2578936485,2406321.5709597087,1934099.2057211027,4178701.199138196,711034.8084742406,762938.6840447927,958833.1629449411,0.0,2504828.4650029433,845012.6412545554,2935769.590014857,2184285.045104004,1871799.341925838,2933020.9788383716,5319228.87805695,2980331.1005686936,1735675.2585063255,2551310.2884623813,2711426.72515744,1782835.4417273065,1102549.1688505325,1747446.8973242077,5005862.250832917,1514312.0961855915,1401748.5339696275,2427250.8378371196,2417935.2861575927,3353404.8891711542,2704468.1727677993,2551668.824407862,1383386.0313990451,1716269.6749424317,2417081.1658022576,1764376.1272778546,3359612.1398051293,1441640.2098776242,2481065.919191991,3170921.820249752,2548409.836289681,1716341.4979408963,1589807.7890298562,2620172.932273746,2125843.6998808263,2942564.4563069474,1334257.8792587286,2164257.8381579216,1278012.7408598084,1482789.011087889,1688628.6516670857,1922027.6567341585,1461275.6924174165,2234608.4989026603,2283820.384246756
ERR10083215,3086422.236009519,879416.6910412833,1934743.2907957067,906626.6740086572,2113481.8152702427,1235229.7789852705,2183170.4462952497,1160772.1988073285,657623.3004729988,1668921.274702315,1892577.523246538,2591283.712220065,2137581.935912399,1737634.3758069475,2504828.4650029433,0.0,2171847.221889468,662594.9908647061,1026765.5681176692,1243656.2140579687,870373.9944765124,3788533.2647648747,955973.504924692,3415062.6361913187,979888.8700464966,1091360.917201546,2186905.1861363356,1578548.1774250667,974054.2324958092,3696308.89754996,1451993.7400329935,1802074.472737739,1487700.987770056,1539355.0094214785,1568531.2875266466,1291708.6093600986,1643386.2201107808,2092154.068933978,1366699.2935668037,1207401.4518994915,1932138.3094506976,1662284.2687185006,1595045.7459361472,1198377.472875304,1280243.8827657017,1205778.578019613,1338482.9425760345,1727972.0201227218,1167042.0731494646,1171885.9707002214,1168988.9041543552,1579284.9558388758,1179174.6568795482,1849239.8208196254,1739359.3984292033,1308666.6148893689,1238687.9032589283,1792781.8140423559,1430100.7095953068,1145018.370623808
ERR10083027,4232509.166234257,1915284.822800254,1822493.0701777716,2913197.59785858,2318061.288422073,3119189.4984038724,2741154.2412119024,1324243.0166094892,1990561.2438958012,1482218.269689387,3746214.641991166,1250361.084619159,891431.4412494098,1076125.96410411,845012.6412545554,2171847.221889468,0.0,2624738.074355992,1990933.3478248336,1515614.5276731811,2677550.5069533237,4826210.128344497,2544135.328434987,2129173.9194149924,2192975.0734228604,2242522.2219460835,1523388.75385799,1094657.4619309,1587491.7332528066,4582160.435573596,1483762.6322508596,869177.4816434213,1875212.4649108432,1783785.3902266382,2794671.687431101,2125074.2804076285,1906766.03929297,1247268.6910870487,1172826.2374849054,1988840.2021695962,1303413.6612948324,2758258.1963739363,1514573.1883695815,2067928.3982831708,2715749.689496438,2081305.3181928883,1671053.1692456705,1348603.224450394,2098416.551468273,1762938.5655180954,2553048.9998245235,1283449.0682220312,1667057.6794868256,1523835.5418554852,1094056.2791415257,1602973.0498554865,1718200.9814404717,1053922.2290899837,1654380.973035534,1912969.9007091043
ERR10083186,2789058.0921144327,1250057.8822034602,2237510.4722753814,504499.04555806646,2289024.397945334,800669.4782249414,2261867.0255773216,1453527.5154192988,917934.5731205465,2036871.4712875234,1440011.467268577,3059262.325728214,2501222.1655874555,2096989.9323847503,2935769.590014857,662594.9908647061,2624738.074355992,0.0,1044637.2259645929,1435360.6620658098,492502.0477053877,3567167.7066416433,772114.1932104344,3900526.0717040463,858394.9847104187,1094419.268749413,2570330.6963499854,1976130.3853771896,1437910.2159578672,3556240.561708108,1672173.4652601087,2246639.301987304,1702490.8487657136,1817639.0010725453,1449616.459624062,1458039.665236855,1853942.1617528957,2504042.756261961,1749458.83623508,1412609.3125701812,2123045.1472071903,1600848.7390718712,1810382.9591597463,1422441.5224964435,1168321.2419356245,1401312.5048846172,1506898.7341536921,2067302.3263030495,1280039.6502468195,1207629.4222421877,1226619.5871226743,1807118.1219245188,1474818.9842302683,2110787.5848720544,2138462.116067292,1461569.6603128433,1292851.639619566,2235298.892465614,1707239.5783802576,1107458.4010909845
ERR10082834,3239796.131218136,1022642.8789924663,1846444.4212261033,1440406.4584866315,2022368.7978917197,1523636.51166543,2043578.0417358668,705919.4749233088,972692.0497140911,1705676.8969555753,2189400.3354955437,2324333.2426274423,1817633.3866649237,1326875.9803139102,2184285.045104004,1026765.5681176692,1990933.3478248336,1044637.2259645929,0.0,792139.7526604759,967834.7052823638,3799435.1024358873,1290888.3297861207,3242514.6950784973,617730.8614202467,1315056.946071538,2070899.8750943996,1179317.2988089337,1172549.9178256763,3665804.227491288,938876.9011041863,1834394.6342673923,1708669.5240736285,1783865.7048844793,1890290.589559711,1594463.9268754248,1818824.7318430657,2098439.339303617,1340324.1146066126,1582590.1641925492,1671256.309441194,1984938.5278902217,1036095.4009969352,1623933.6614181628,1799565.2710682654,1617076.0365786762,827998.1166119884,1713257.5324851193,1410527.8669452085,796228.2309991275,1722569.5698032053,1085778.716555542,1387170.153914436,1336325.3506683917,1787529.7147063038,749951.365433786,747707.666096851,1853820.2397845914,1612343.331023824,760174.0332029238
ERR10083108,3150864.0047953515,1380907.647344673,1639015.5897641731,1766688.2462180473,1878724.6899120158,1946450.633658352,2079810.2453690337,515295.8348007482,1026012.5853107261,1475646.4528405848,2528280.2172621214,2181152.9469672684,1461693.683385134,1166763.2121218941,1871799.341925838,1243656.2140579687,1515614.5276731811,1435360.6620658098,792139.7526604759,0.0,1543539.6249154084,3823775.485089704,1288827.5205942027,3023302.1830989704,1031152.5010947702,1354072.0124240068,1792654.988191816,1093648.5756251868,1142503.5946359206,3700994.1933580497,1089683.8399967214,1263596.6576768078,1285239.2433516027,1297518.7484649306,1749231.1528328666,1260194.8586984475,1316302.747773095,1600569.4591975694,791849.2167799373,1237149.485464873,1115437.005379506,1787863.8157734498,1206663.4436295815,1305671.8690880951,1700284.522997254,1263972.7248172723,1097389.2540926395,1223396.7416966583,1195515.789817098,739479.8398475783,1625925.6581919729,999028.2740373267,916614.6638680836,1482459.8829337675,1237806.5402481116,952094.1302439586,840301.3393211985,1305740.3481971445,1117552.5217044612,828211.9541041411
ERR10083006,2980780.146884201,1147404.760050698,2208375.2849803404,717112.7389894841,2253823.599670347,722116.3996399749,2167029.012737485,1470933.6695755522,989659.3198156626,2038099.0105711254,1466773.7808738607,2992428.004174871,2570400.1455026413,2099993.3503239956,2933020.9788383716,870373.9944765124,2677550.5069533237,492502.0477053877,967834.7052823638,1543539.6249154084,0.0,3575687.4815753964,1100122.2538431808,3854675.7992875353,776312.0831456896,1220227.01008296,2548439.5991133475,1929583.585828559,1533038.824550768,3511525.2005491857,1596785.099951775,2385198.4931409797,1897145.746045622,2013790.3329165129,1662688.197599598,1668684.9129706903,2049766.8515382425,2656927.1858713026,1873715.5046636616,1723248.7123970236,2258012.076333074,1825190.6410504081,1718956.7820919757,1731627.8063665992,1544284.510587994,1701845.592142836,1432510.5991614861,2239458.1223666584,1431324.3488000894,1237256.4730107498,1611460.9908908748,1799108.1386903902,1704622.1730999511,2003212.1832147487,2312100.937766991,1388319.0096944578,1299931.6518675126,2383854.1597312535,1912003.7168426216,1125441.4738425983
ERR10082766,2006726.2576136289,4204786.7853685515,3283985.392430819,3368173.728849805,2793033.54004781,3127632.9580790005,2533777.363977546,4035337.416131642,3494684.0348416334,3689791.3608839726,2848200.519700114,5457524.892224771,5085211.8689092,4776302.897872161,5319228.87805695,3788533.2647648747,4826210.128344497,3567167.7066416433,3799435.1024358873,3823775.485089704,3575687.4815753964,0.0,3330061.5025731884,5603084.0506553175,3465621.998630693,3267080.077817653,3895428.024622198,4551054.035749521,4428853.158849929,861371.1654223166,4490273.421762533,4556919.484920378,3774792.872908128,3666945.1273275143,3000098.238036215,3401297.3543439275,3526020.734352253,4765535.609540758,3974590.3501749714,3802398.9344182443,4217627.924172188,2965303.396986386,4604514.726218062,3775156.8010305213,3442016.971803451,3659127.0293783187,4417767.568889405,4428231.032908627,3417501.729421801,3663263.9390461617,3715072.81442235,4520958.040941654,3678956.3340554885,4876443.240481427,4457136.44721182,4254206.895740967,4056218.9164930433,4412308.317751265,3806982.850467677,3559924.2696318696
ERR10083774,2415981.037716977,1662991.7401472565,2169087.6233017882,852460.8394219643,2170717.2442430174,1126419.6068100021,2241557.526620051,1517916.2968708123,887769.299421308,1991269.3268079031,1547956.4200784208,3192327.2889478295,2526035.54308822,2203684.760115657,2980331.1005686936,955973.504924692,2544135.328434987,772114.1932104344,1290888.3297861207,1288827.5205942027,1100122.2538431808,3330061.5025731884,0.0,3942537.2544494746,1076946.1607819586,1103262.1914789793,2519255.916946113,2103536.0783751723,1573592.4617673408,3370510.381094086,1888579.3909415088,2022835.506721938,1292521.3058499268,1366387.6526897482,946700.638941371,947663.6325305514,1355904.5145591926,2342408.32999949,1507859.0221575755,1126254.0660024274,1928217.5388080569,1079495.2709831572,2052816.5952858527,1117858.9832206029,848234.2862258045,1005654.1330800565,1777586.8346595617,1878347.2163492562,924905.2712007862,1231412.461355658,1051779.0112813623,1939653.6209377693,1142275.1672933279,2357367.5691162376,1937210.942242997,1700940.4137423509,1464859.7964740517,2025614.0727984193,1311981.197579828,1176655.3519285077
ERR10082806,5606530.0182808265,2927835.662042185,2535763.358359963,4194018.875011652,2965292.036402148,4341540.192818673,3190058.95490773,2816560.8432721635,3306358.898351327,2487412.407565742,5054488.610218644,1510660.494938224,2283450.2858150867,2292614.7087633368,1735675.2585063255,3415062.6361913187,2129173.9194149924,3900526.0717040463,3242514.6950784973,3023302.1830989704,3854675.7992875353,5603084.0506553175,3942537.2544494746,0.0,3589349.3676337777,3615734.9517163173,1915689.5689364704,2263499.2558638053,2721936.9997108676,5080820.163814598,2730180.487688863,2543267.5154417004,3423482.5692052236,3341538.9123984477,4279250.1635330925,3632923.4296939154,3502948.608940759,2208773.317424629,2758216.06830792,3332010.8940189555,3033151.1548346877,4258791.178729828,2648751.5298357075,3332314.44408012,4079700.200724681,3438340.162321785,2901161.453667996,2544732.5469304235,3593880.6596130873,3257925.515198897,3794152.36280938,2657027.717894753,3085368.5558495275,2419842.0396222146,2506016.8997530723,2872937.9641325357,3135037.024127785,2338378.2032149974,3243439.9218997415,3397414.1261491803
ERR10082884,2815331.98913645,1219601.541716392,1822162.3768577815,1120944.853575322,1902788.1771471568,1132102.302457247,1954996.5021037762,980952.2022132373,836057.993313861,1658359.3897527158,1746912.0805509933,2685110.836724622,2164994.359670713,1746550.3106566956,2551310.2884623813,979888.8700464966,2192975.0734228604,858394.9847104187,617730.8614202467,1031152.5010947702,776312.0831456896,3465621.998630693,1076946.1607819586,3589349.3676337777,0.0,933717.1021845964,2182452.966363995,1580682.4718725136,1473080.3060559868,3399204.3522968725,1279192.6495090565,1992902.12439949,1560523.182291439,1627546.653183865,1501618.991371313,1360701.624438657,1624588.1033846703,2369921.2689905968,1416529.8416838949,1560404.1253028011,1726019.8004466807,1589462.923767648,1426312.6323706175,1593777.4545443915,1549206.2637182951,1532270.421191377,1160176.227740424,1938026.6415077993,1146707.628612455,744466.6661879496,1594368.9222149935,1420379.5412881728,1366351.0679236138,1758881.3531037278,1971751.083849328,1082319.1307082213,934447.0108384959,2029206.2929110979,1514816.8869503667,589925.4783792611
