1,2,3,4,5,6,7
-0.03587666052576594,0.03344528796302016,0.016631918006236514,-0.12025948083406962,-0.005665986478533902,-0.11639951429934534,-0.011828420892835412
-0.03589919693373927,0.03329334298902439,0.01673655508273763,-0.1204046082794733,-0.005624155548201459,-0.11638035636490962,-0.011819071975536902
-0.03666030377821489,0.03335913752250144,0.01681088981454551,-0.12043986436776952,-0.005598283595376424,-0.11652146224801158,-0.011798309174624072
-0.036713757192272864,0.03359475316107338,0.016934606737375756,-0.12074757913243667,-0.005690474344689524,-0.11648123923881445,-0.011867267416425933
-0.037241891601906024,0.03196881132210047,0.01660826777962885,-0.12028526597361211,-0.005597058041968398,-0.11669147918437245,-0.011886905748371854
-0.03768895920469221,0.031674954142695444,0.016967929320162195,-0.11999162799743635,-0.005502405082376191,-0.11686891489408592,-0.011842383326962937
-0.03743706540640618,0.03270548057097381,0.016427995192941414,-0.12031731604827034,-0.0055698934028967015,-0.11658487191201783,-0.011855337116980585
-0.03648634276728435,0.03222147788579022,0.015975556984449146,-0.12032934425135866,-0.005572491667934061,-0.11693246481412871,-0.011927036929237637
-0.04178362804658839,0.03209143442931783,0.017307798384407214,-0.12114832656976213,-0.0055594423477519144,-0.11324638936082837,-0.012066106867710124
-0.04181090470202547,0.032007349350896386,0.017375033509537507,-0.12109360910769851,-0.005308189919477058,-0.1129772001027889,-0.011999732724953777
-0.04158665374614572,0.03286738410127018,0.017540160436894547,-0.12042871508141637,-0.005485313843402159,-0.11434600158317126,-0.011999540540101078
-0.041376375225705614,0.032475359045948164,0.01768018892461738,-0.12105690265295294,-0.005531079463007807,-0.11424635313702483,-0.011874783648647247
-0.03985180044867946,0.03279401550007429,0.016720166344499975,-0.12081838782723878,-0.005279453880405516,-0.11426805426423566,-0.012076165835881447
-0.03947334321447679,0.03261096009011812,0.016584845336999818,-0.12111295315324705,-0.005117014172260181,-0.11454941720574052,-0.012032354899548375
-0.04023028026123233,0.03296631068451745,0.016714953326075872,-0.12089375514367927,-0.005281249886131073,-0.11360606937489517,-0.012063152548636949
-0.03981268135244774,0.03314211747641462,0.016427386330112797,-0.12064590033141476,-0.005433302712028881,-0.11337118306002733,-0.012025254318849498
-0.043358335704974375,0.030955921136628595,0.017344378181650195,-0.11883225528910243,-0.00590961710234557,-0.12266776431728973,-0.010592617841881386
-0.042955291985278504,0.03072579470150478,0.017081420034058388,-0.11809308499824256,-0.006077959416651485,-0.12289706126918531,-0.01054541180847604
-0.04287508755231824,0.030423026583289034,0.017132235305225223,-0.11848977250279763,-0.0060847908010066825,-0.1215081863682608,-0.010551042860093618
-0.04300012566189083,0.030213375312011827,0.0173150487478022,-0.1184097535093258,-0.006077102172160072,-0.12199511861242698,-0.010534404880014697
-0.04343558821513279,0.03007492188517139,0.01745626650581295,-0.11796899222075576,-0.005975682444466654,-0.1224491364495128,-0.010445884806120572
-0.043680993435398933,0.029732690674151033,0.017551921288945574,-0.11773724601983505,-0.005811521631511435,-0.12180549631501852,-0.010454910186584003
-0.043608055175072276,0.029893492779598133,0.017023133559122428,-0.11806130475756223,-0.005786283880726431,-0.12156736668303472,-0.010486852582584914
-0.04393947029371592,0.029419188737406825,0.016934819487041775,-0.11836642407971788,-0.005778170042018106,-0.12172502008060278,-0.010389720215264197
-0.04620327017123259,0.03168449000653308,0.017457826723230093,-0.1188264663768911,-0.006010262960754218,-0.12492266277221463,-0.010527033248774525
-0.04610757782026166,0.03125886770030457,0.01781454268888416,-0.118522823401856,-0.00596486185551728,-0.12481972228902116,-0.010631071630651988
-0.045417460574667244,0.030554431707274194,0.017158579973397085,-0.11799501729890909,-0.005912057525051692,-0.12537215557570472,-0.010629501271767598
-0.04559045759547316,0.030484188746252517,0.01715551563485163,-0.11877699340631577,-0.0059548617136148995,-0.12458899734068361,-0.010634825400954307
-0.044334351459032056,0.03106597676398435,0.017529483965665876,-0.11810089327546003,-0.005866677647689128,-0.12396072522004307,-0.010613259260844648
-0.04478289583029758,0.031177335801588067,0.017552594136668362,-0.11824985058443176,-0.0058771444984580925,-0.12341736211189065,-0.010648021603853901
-0.045088875254136275,0.031240120595175426,0.017706468195536413,-0.11978408561735202,-0.0061185236022798135,-0.12303688354760958,-0.010687438111383674
-0.0450767427492832,0.031176034336544596,0.017695702720097975,-0.11942506944790884,-0.006097474287376246,-0.12374462989911424,-0.010694668366872833
0.05277753785271329,-0.036519043841529854,-0.02062550128188497,0.11407816641719867,0.009464718522841819,0.11365960348457141,0.0028200377700996586
0.05312980329503097,-0.036707217560456216,-0.020565658983142315,0.11408049713315484,0.009580819997623285,0.112939462698011,0.0027990470941787276
0.052838959322992415,-0.036106486109311796,-0.0209679205603425,0.11503031448443903,0.009551620376377449,0.11341072250601456,0.0028094523668045265
0.0522618073058874,-0.03594198930625156,-0.021089890412722682,0.11497174324583662,0.009553657799845109,0.11299148167740605,0.002781644981168676
