k1,k2,k3,k4,k5,k6,k7
-0.3504586742716069,-0.0689818854242631,0.02525326033916578,-0.05684561717411781,-0.05332830924365531,-0.013881453113847794,0.002246672779651523
0.06511886321534889,0.09080031744917831,0.0751463102730377,-0.07298644285085157,-0.053843821561249894,-0.011660250301803732,0.0015574961914204266
0.07018087482685909,0.08930725972458725,0.0771276255133628,-0.07289118973476455,-0.05404229714140418,-0.010856971608840915,0.0014127042418774424
-0.13738804193528592,-0.0016792887568453235,0.042196729813247985,-0.0632244470913772,-0.053658471794893636,-0.011872740873303459,0.0020590463059202146
-0.002626249113754975,0.06981852705961689,0.0689771717436205,-0.06723498473102363,-0.05612183336075738,-0.01387452730140748,0.0012496634352043845
0.02452375439256682,0.07572646138965078,0.07427608472263236,-0.07212690255262709,-0.05740944401776174,-0.013167189262831724,0.0018073001766114594
-0.02438128062502757,0.05912553958010219,0.06788651768040684,-0.07038827592758543,-0.05596134638531067,-0.013118892668108673,0.0017028799008597106
-0.0711703480457934,0.031127799686839618,0.05887217943596448,-0.06931391161395171,-0.05274052554240505,-0.011280276200832579,0.0022140443880118155
-0.058368032407640956,0.03151566277816161,0.05800804933146068,-0.06875790366388446,-0.05477645585405182,-0.012603938558413061,0.002705761576793475
0.059692484370282024,0.07053870952273232,0.06451742787367062,-0.0701301393884989,-0.054476933574202406,-0.014049416830351068,0.002908063305617936
0.1408950739002547,0.09921563362132856,0.07538945607456474,-0.07160186426933951,-0.05359406624631464,-0.013448130008614795,0.0015570714142848115
0.22299277138030654,0.12728510644650465,0.08458883977028184,-0.07404946420664635,-0.05460406133253864,-0.012566388171308923,0.0021327122136096457
0.191628723759747,0.12059162083255612,0.08341996400152397,-0.0738280508336111,-0.052341928424528665,-0.01374143926962259,0.002989564870996728
0.11362570480474841,0.09816858323631548,0.07951980392956165,-0.07099356784522898,-0.053620709644151526,-0.012495756106484245,0.002399190777991109
0.07428565903083288,0.08232447600110546,0.07393699537870631,-0.07271456756361362,-0.05429361839366117,-0.011927439156358983,0.002963774224140175
